label,text
neg,Anyone seen the new Singtel AD where the pretty young lady has no phone signal but the distinguished older man does Any stereo type  cliche  tropes come to mind Im NOT talking about the phone service
neg,Point 7 on Page2 is very interesting My midterm base case for TelcosJio continues cruising to 1Vodafone if forced to exit with a big writedown BSNL entersMittal is pushed out of Bharti GICSingtel takes over  cuts a deal with Jio 
neg,just received a staticy phonecall for context Singtel is a local SG telco caller took 10 seconds to speakya hallooooooo this is calling from Singtel just wanting to check on your internet yaaaaaa soooooo how are you doing today i got scared and hung up
pos,SingtelOptus Seeks to Delist from Australian Stock Exchange ASX Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomhWTrPeogJr
pos,Singtelbacked fintech Sygnum gets capital markets serviceslicence pictwittercomax7tLkyDVa
pos,Singtelbacked fintech Sygnum gets capital markets serviceslicence pictwittercomJy7Es9tOQh
pos,Singtelbacked fintech Sygnum gets capital markets serviceslicence pictwittercoml2y2OIJ7CL
pos,Singtelbacked fintech Sygnum gets capital markets serviceslicence pictwittercomjb0EOtpepZ
neg,Airtel earned in India n invested in Africa gave big dividend to Singtel n now cry stress They charged 250rs For 1gb of 3g data
pos,BREAKING @Singtel on the hunt for creative production 
neg,@128technology is a disgraceful company Just horrible
pos,Singtelbacked fintech Sygnum gets capital markets services licence 
pos,Thiber aku guna singtel pictwittercomYW6z8hiRAU
neg,@128technology supports cyber bullying and harassment with its ties and connections to Bob Murchison IStandWithKirk
neg,@128technology supports cyber bullyingharassmentand stalking Avoid them at all costs
neg,Dividend and Portfolio update October 2019 Dividend by month 1 singtel lianbeng2 fcot sgx starhillg fct sphreit cmt capitaretail capitacom mit suntec3 spost taisin nam lee hkland hsbank petronas4 hsbc5 fcot stengsgx uob sph starhillg fct pictwittercomChIG4yNBBn
pos,I actually paitaued starhub and went to singtel hahahahhaa
pos,Our highcapacity satellite system at Singtel Satellite is designed to boost service speeds and offer more bandwidth capacity to satisfy every customerTo learn more  For more information visit  or email to smlead@singtelcompictwittercomsL9xTPdFFK
neg,We analyzed the experience of our users across Singtel groups mobileoperator subsidiaries and regional associates to see how they differ in Download Speed Voice App and Video Experience  Singapore Australia 4G MobileNetworkpictwittercom4lVFJ8ZBl7
pos,OCBC Joins Singtels Mobile Payment Alliance  read   Payments SingaporepictwittercommLndYYtSCD
pos,Tonights Broadband Pioneer Award goes to @Singtel for their Intelligent Fibre Broadband WCA19 pictwittercom0mCRnqZtgT
pos,Tonights second award is for Best Enterprise Service which goes to @Singtel for their Liquid Infrastructure service WCA19 pictwittercomKe6UvnLWhz
neg,Hmmm Deep tech team from NZ currently only NZ participant in Singtel backed Ice71 Reached out to NZTE tumbleweeds NZTE are these just words
pos,Singtel Q4 Net Profit Increased 45 to Reach S950 million Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomPci5ZCercq
pos,Should I paitau Singtel and move to circle life
pos,One impact on current user experience feels like feet dragging
pos,Any idea on time frame You actually DO have eSIM for the Apple Watch So the infra seems to be in place
pos,Plot Your DigitalTransformation @ITEXPO Thanks sponsors@adaptivnetworks @coredial @CallCabinet @BlueJeansNet@dell @FujitsuGlobal @GrandstreamNet @Sangoma @gosansay @Singtel @VoIPSupply @YealinkNews @WindstreamBiz @128technology @QuestBlueIncpictwittercomHYwN28XWmJ
pos,Hi We currently do not have eSIMs as we are still assessing how eSIMs will impact customers user experience More information will be given if we are launching this new service
pos,When will singtel stock up purplegreen iphone 11 
pos,@Singtel  can I switch to an eSIM on my iPhone so I can use a physical SIM in my target country when traveling
pos,Good good Screw Singtel
neg,kalau bukan aku sorg experiencing probs with singtel wifi connection then aku taknak waste time gi singtel change router 
neg,My Singtel mobile signal is so weak
neg,Singtel home internet crawling
neg,Switched from StarHub to Gomo Singtel on August Couldnt shake off the feeling that my data connection speed got slower after the switch So now Im switching back to StarHub 
pos,Better under Singtel ooo gaji awal
neg,CRY ARDY I DONT EVEN HAVE SINGTEL PROFIT HOW I BUY TICKET SO I MOSTLY WILL BE BEHIND 
pos,Threat Intelligence Service Provider Services Market Innovative Trends by  Webroot Singtel Sophos OneNeck IT Solutions RSA Security Symantec Cisco  Insta Newsletters  follow  RT cybersecurity infosec
pos,M1 Singtel  StartHub will Cease 2G Networks in 2017 Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomJIxmlBzMj8
pos,We are super excited for our CIOgala BFSI on November 7th @SlackHQ  @Singtel will be waiting for youRSVP HERE pictwittercomPS4w3wJ8fT
neg,Yup that might happen but if I remember HOOQ inked the deal with Hotstar like a year ago and that might be for sometime Dont know when the deal will end Also HOOQ is owned by Sony and Singtel as well
pos,Download Firmware G973FXXU3ASJD Galaxy S10 SMG973F Android 9 Singapore SingTel SIN  SIN 
pos,Download G975FXXU3ASJD Galaxy S10 Plus Android pie Stable Update to Singapore SingTel SIN  SIN 
neg,@SingaporePolice @SingtelSupport Got a call from 6585447969 claiming to be SingTel home fibre support A midage Indian male accent I fell for it in 1st 30s since SingTel does announce 9AM6PM downtime today I realised it was a scam when he insisted you go t
pos,Singtel Associate Director Automation Req 115325 Sing 
pos,Singtel Senior Information S 
neg,singtel wifi really damn useless celcom better lol
pos,Singtels investee company Bharti Airtel to pay Indian govt USD3b in past due  The Online Citizen 
pos,Exclusive to Singtel mobile customers Enjoy 10 OFF VIP A Res  B Res tickets and 5 OFF C Res  D Res tickets to Sweeney Todd  The Demon Barber of Fleet StreetSweeneyTodd Singtel @Singtel LeaSalonga @MsLeaSalonga
neg,How is data calculated by various MNOMVNOs in SingaporeThe larger the block size the faster the counter runs as a simple message which is only 10 bytes can be counted as a 1 MB block ocworkbench m1 starhub singtel circleslife @ocworkbench redone giga zero1pictwittercom2WCrmSi5Ip
neg,AALKSJSJSJDKKSKSKSKSKS HONESTLY ME THE 3rd time i listened to circles maybe he snappedt singtel who 
pos,Singtel100GB15S
pos,singtel down again or what
pos,Bro your analysis really top class lahpictwittercominRoc43b0S
neg,Bro you sure or not pictwittercomgZgndAG7XZ
pos,Singtel2Sim
pos,BGPHJhijacked prefix AS198949 10381228024 VSAS ILBy AS7473 SINGTELASAP Singapore Telecommunications Ltd SG 
pos,Youre welcome 
pos,singtel kn mmg tk enough
pos,belum broo aku baru habes download fuck singtel man
pos,ok thanks
neg,Can continue using 5Ghz connection and update us if the connection is stable and you dont experience high ping when gaming
pos,i am using the 5Ghz network most of the time
neg,hmmI dont think it will Can try connecting to the 5Ghz bandwidth to see if it improves the connection
pos,Buy 2 plans  Starhub and singtel just nice hahahah
neg,there is an Access point in the house will that interfere with the 5g connection
pos,Thks
neg,SingTel Worst hotline for customer to contact There is no option for talking to an operator Its easy for Singt  
neg,Look how bad Singtels processes areHI PrashantApologise for the inconvenience causeMobile XXXXXX22 was change to XXXXXX67 instead  wef 18102019The existing mobile was used by another userI am shell shocked at how can a phone number be changed without authorization
neg,@Singtel  can you pls check I suspect it is scam  I am getting phonecalls purporting to be Singtel enquiring about my router performance for no reason This is the number singtelscam bewaresingtelscampictwittercomr4PXvJy8Za
neg,@SingtelSupport @SingtelPris Your Live Chat isnt working on Singtel My Account I need help on why my Oct bill for i Fibre Home Bundle increases to 2426 from 1476ii Singtel TV 24 mths Family Starter rebate decreases to 842 from 3262
neg,The connectivity range for 5Ghz is generally closer to the modem while 24Ghz will allow you to have a further distance from the modem So you may also face connectivity issues if youre too far from the modem Nonetheless is the issue currently still persisting
pos,Singtels endtoend Maritime ICT solutions help maritime companies collect data on many variables without compromising on cyber security in todays digital economyFor more information please visit  or email to smlead@singtelcompictwittercomHYwgr1vTD9
pos,stfu singtel 
neg,@SingtelSupport clearly the people at Singtel do not want to talk to their customers 10 minutes of robot options and still no human being Singtelshocking
