,text,target,target_new
3322,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercomQ1er1CDHAj,0.2,1
3323,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercomifuS7ED6m8,0.2,1
3324,Yeah they are not a good telcowaiting for my plan to finish then Im switching back to singtel,-0.9,0
3325,Anyone on singtel gomo My phone has been showing no service since morning,-0.5,0
3326,Singtel should think of changing its name says CEO international Arthur Lang  via @MumbrellaAsia,0,1
3327,use my singtel one leh hais,-0.4,0
3328,Accidentally left my NFC on and singtel dash paid my fare For free,-0.2,0
3329,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercom6fhZeCujod,0.2,1
3330,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercomSu7lVkLmWd,0.2,1
3331,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercomImZ9eysVtC,0.2,1
3332,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercomaOHu8AhXcK,0.2,1
3333,I just uploaded Singtel Wow Talk  The Courage to Transform Part 5  The Secret of Problem Solving to Vimeo ,0.8,1
3334,I just uploaded Singtel Wow Talk  The Courage to Transform Part 6  Closing and QA to Vimeo ,-0.4,0
3335,I just uploaded Singtel Wow Talk  The Courage to Transform Part 4  Making It Through Major Setbacks to Vim ,0.6,1
3336,I just uploaded Singtel Wow Talk  The Courage to Transform Part 3  Achieving Complex and Difficult Goals to ,0.4,1
3337,I just uploaded Singtel Wow Talk  The Courage to Transform Part 2  Growing Through Fear to Vimeo ,0.6,1
3338,Singtel should think of changing its name says CEO international Arthur Lang @VidCon  via @MumbrellaAsia,0,1
3339,Dang this Singtel Christmas ad ,0.1,1
3340,JSQUARED Bonus 5 AsiaMalls Gift Voucher with 150 Min Spend at AsiaMalls Singtel Dash ,0.2,1
3341,dari dulu w ngefans bgt sm iklan2 singtel cekidot gaes 3 The Gift  via @YouTube,0.4,1
3342,ahahaha so ga tanaw nasad kog mga senti na Singtel commercials,0,1
3343,This singtel ad made me cry and idk why thank god i didnt skip it ,-0.5,0
3344,You wont skip this TheGift I Bet @SingtelGivingTuesday ,-0.6,0
3345,Gatau kenapa jadi nontonin iklan Singtel padahal hampir 6 menit Worth it,-0.2,0
3346,there some scammers calling me asking for my wifi password and assuming my ISP is Singtel they got fucked bro fucking no lifes,-0.9,0
3347,the way i just cried over a singtel youtube ad,-0.3,0
3348,yeah unlimited data is cool and all but sometimes i wish i was back to singtel,0.7,1
3349,HAHAH so did u get a new phone wait theres singtel in indo,0.2,1
3350,A singtel ad,0,1
3351,Iklan Christmas Singtel sedih banget,0.6,1
3352,I just watched a singtel ad in youtube and suddenly i need a new phone That was 4 minutes long and i didnt skip it ,-0.8,0
3353,Reflecting on how he got into DOTA 2 Visery reppin Indonesia  explains his love for the game and his teams approach to the SEA Games in the Philippines Singtel PVPesports TeamRazer SEAesports SEAgames ,0.6,1
3354,Njir iklan singtel bagus wey,0.2,1
3355,Wow this SingTel advert video is on point I mean the casts Overall vibe of it feels like SingTel is overpricing their phone Lol hence the mum gotta take up more shifts to get her daughter a phone,0.2,1
3356,Focus first on what the customers want create that excitement  Arthur Leng of @Singtel at VidConAsia socialmedia marketing,-0.4,0
3357,We may come from a more traditional background but we need to do more  Arthur Lang of @Singtel remedia evolution at vidconasia Summit 2019socialmedia modernprofessionals,0.4,1
3358,We are glad to hear of your great experience Thank you for taking the time to share your valuable feedback Were happy to help ,0.9,1
3359,Damn you Singtel that was a really nice commercial,0.6,1
3360,Iklan baru singtel sedih bgt ya Tuhan,0.4,1
3361,accidentally watched singtels christmas ads and now im in tears,0,1
3362,just cried like a bitch over singtels xmas ad ,-0.5,0
3363,fak cried over a Singtel ad ridi,-0.6,0
3364,prz my singtel sim got deactivated ,-0.2,0
3365,singTel airtel FDI   SingTel     FDI pictwittercomiUZDJjoXnE,0,1
3366,Bukak youtube nak tengok video bts sekali sangkut ads Singtel sikit lagi aku melalak tengok ad tu ,0,1
3367,i cant believe this random pop up singtel ad in yt just made me cry,-0.6,0
3368,Remember all calls from Singtel will shop up as 1688 Thanks @,0.8,1
3369,Thats great Generally calls from Singtel will show up as 1688 If ever in doubt you can also reach out to us to verify the authenticity of the call ,0.8,1
3370,Spend time with family not @Singtel With touching performances and a strong narrative The Gift takes the focus away from the phone and puts it back on the homepictwittercomXhjPpkcrJC,-0.2,0
3371,@Singtel  love this brand story pictwittercom3XDVbyv953,0.7,1
3372,Im getting ads from Singtel Im not even in Singapore,-0.5,0
3373,guess who just cried because singtel commercial,0.5,1
3374,The coach of   Malaysias national DOTA 2 team sheds light on his players backgrounds and strengths ahead of the big competition at this years SEA Games Singtel PVPesports TeamRazer SEAesports SEAgames ,0.3,1
3375,I just received a call claiming they were calling from Singtel about my internet connection My friends sis too Looks like theyre using caller ID spoofing to bring legitimacy to their calls calls appear local Beware these guys are active again ,-0.7,0
3376,boi that Singtel christmas commercial was so goodddd,0.4,1
3377,Thanks for sharing Ive followed you please drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further Thank you,0,1
3378,IM A FRKING CRY BABY IM WATCHING A SINGTEL CHRISTMAS AD AND CRYING ,-0.3,0
3379,Alternatively do perform a Connectivity Test via the My Singtel App while logged in to your ONEPass account Then follow these steps 12,-0.2,0
3380,thankyou so much singtel siang siang mewek liat iklan the gift jd kangen rumah,0.4,1
3381,I got a phonecall from Singtel telling me that my number will be discontinued within the next 2 hoursBut uhI am using Starhub LOL,0,1
3382,Iklan Singtel sedih bgt cry,0.4,1
3383,Im trying to port out Not in And thank you @StarHub is showing more care for an outgoing customer than @Singtel is showing an incoming one,-0.5,0
3384,Your 60Second Guide To Singapore Telecommunications Limited Singtel Shares In this new series we will feature one Singaporelisted company each time as a quick guide to everything you should know about it in 60 seconds In this instalment we have pictwittercom0FqpBBhzhZ,0,1
3385,Trying to port my mums @StarHub line to @Singtels GOMO Text from GOMO says Starhub rejected it and call SH SH said no problem over here on GOMOs side  @SingtelSupport help Ive been on hold by GomoChat for 20 mins and no one is coming to mepictwittercomfluJ0CIaTX,-0.7,0
3386,Hi there calls from Singtel will show up as 1688 If ever in doubt you can also reach out to us to verify the authenticity of the call Weve previously released a statement here  to alert the public of this ongoing scam Stay safe,-0.7,0
3387,was singtel down just now,0.1,1
3388,Hi there We are concerned to learn that you feel this way  Do share with us what happened,0.4,1
3389,Hi we are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists Did you notice this happens when you are in a specific location or multiple locations Do let us know more details were here to help,-0.2,0
3390,Fucking singtel keeps loosing their bloody connection imagine how sick and tired we are,-0.9,0
3391,@Singtel @OptusEnterprise Has the Optus CEO Allen Lew lost his job yet over the NBN disaster the World Cup fiasco  misleading customers in general @OptusNewsRoom,-0.9,0
3392,Every entitled spoiled brat should watch the latest Singtel Christmas ad,-0.5,0
3393,its 3 am and im ugly crying over a singtel ad what has my life become,-0.4,0
3394,Good advertisements Never lose your connection with your family Singtel,0.5,1
3395,isit singtel down,0,1
3396,FUCK YOU LAH @Singtel GET YOUR SHIT TOGETHER MAN,-0.8,0
3397,Dividend and Portfolio Update November 2019 Dividend by month 1 singtel lianbeng hsbank2 fcot sgx starhillg fct sphreit cmt capitaretail capitacom mit suntec dbs3 spost taisin nam lee hkland hsbank petronas4 hsbc5 fcot stengsgx uob sph pictwittercomUkUlR9itgN,-0.5,0
3398,@Singtel @SingtelSupport i really hope that the wifi problems will be rectified soon Cant even use whatsapp properly and cant even connect directly to the singtel wifi I have to use my computer to create a hotspot ,-0.9,0
3399,Singtel SGEA Show Support For Singapore Esports Athletes At SEA Games With Award Worth 10000 esports singapore SEAGames2019,0.9,1
3400,EXCLUSIVE DEAL FOR A LIMITED PERIOD OF TIME WITH IMPRESSIVE BENEFITSDo visit us at SITEX from 28 Nov  1 Dec 19 Expo Hall 5 or any Singtel Store or pictwittercombAeMzl6vUw,0.8,1
3401,GREAT DEALS UP FOR GRABS FOR THE HUAWEI P30 PRO AND OPPO RENO 10x ZOOM DEALS INCLUDES EXCLUSIVE GIVEAWAYS WHILE STOCKS LASTDo visit us at SITEX from 28 Nov  1 Dec 19 Expo Hall 5 or any Singtel Store or pictwittercomUir5yiKOf7,0.9,1
3402,SPECIAL DEALS HAPPENING FOR PRODUCTS SUCH AS THE IPHONE 11 PRO MAX AND SAMSUNG GALAXY NOTE 10 THIS INCLUDES EXCLUSIVE GIVEAWAYS WHILES STOCKS LASTDo visit us at SITEX from 28 Nov  1 Dec 19 Expo Hall 5 or any Singtel Store or pictwittercom6VJDTl2rm6,0.3,1
3403,Singtel ads nvr fails to toy with peoples heartstrings,0.5,1
3404,iklannya singtel bagus deh its about a bratty daughter that only thinks about herself terus di akhirnya di tulis never lose connection with your family huhu,0.2,1
3405,IKLAN SINGTEL KENAPA SELALU SEDIH pictwittercomfoJEjKDiqm,0,1
3406,I by accident found @Singtel s video which was titled The Gift and its one of the most beautiful video with a great message behind itYou guys should really watch it,0.8,1
3407,my wife is on that singtel ad ,0,1
3408,Team Singapore captain Nutz Dota 2 tells us about overcoming stereotypes and his journey to the SEAgames  Singtel PVPesports TeamRazer SEAesports MTVGotGame ,0.1,1
3409,Tadi liat video di youtube eh terus ada iklan singtel yang christmast eve BANGSATT SEDIH BANGET  RECOMMENDED BANGET CUYY,0,1
3410,asking BANJIR ABIS LIAT IKLAN SINGTEL YANG NATAL ,-0.1,0
3411,Singtel treating me well la hahahaha,0.2,1
3412,@Singtel fined 25000 and Ninja Van 90000 for data breaches GDPR CCPApictwittercomPajz4LrYrD,-0.1,0
3413,useless singtel wifi cb,-0.6,0
3414,Thank you for sharing Our team is currently checking on this Pls stay tuned,0.7,1
3415,Dota 2 player Seri shares his story of how a difficult decision led him to rep Thailand at the SEA Games  Singtel PVPesports TeamRazer SEAesports SEAgames MTVGotGame ,0.2,1
3416,Never lose your connection with family kacau banget iklannya singtel sedih,0.5,1
3417,Just saw an ad on utub called singtel Boom i am touchedGuys be grateful to our parents Myb the love youve got isnt perfect Some may have a great hurt or myb notBut it is unconditional Theyre commited in every way to care of you as a child with no limit,0.8,1
3418,A gentle reminder that these games are available at Versus Weekly every Wednesday 630pm at Singtel Recreational Club It is free entry so just join the SG FGC there to watch or play dont be shy Lets grow together  pictwittercomAsARFootXm,0.9,1
3419,Crying because of this advertisement by Singtel pictwittercomPWQLKZP9uT,-0.4,0
3420,ball is in your courtpictwittercomamSDMwizcu,0,1
3421,Singtel  pictwittercom2c8sluDQ7B,0,1
3422,Shyiiiiiit Gasengaja nntn Singtel Ads di Youtube jadi nangis dong  Christmas eve terbaik adalah dengan keluarga  ,0.4,1
3423,Singtel dah 2 3 hari ni asyik call je nak orang sgt tu,0,1
3424,tenggorokan gue sakit lihat iklan singtel,-0.2,0
3425,Wow @Singtel,0.2,1
3426,singtel is shit yet again,-0.4,0
3427,State Manager Direct Sales QLDNT Singtel  Brisbane QLD  Brisbane Australia Company Singtel Our SMB Business The Optus Small and Medium Business SMB team is a team of passionate experts who help Australian   For More Jobs  Please Go2 Our Page,0.7,1
3428,Yes pls do DM us with your full name and number for us to check further,0.1,1
3429,Singtels S25000 PDPC Financial Penalty And You ,0,1
3430,We have shared your feedback with the relevant team and currently waiting for their reply Pls stay tuned,0.2,1
